Solar Irradiance,PV Current,PV Voltage,PV Energy,clusters_pred
870.1959084816658,60.8,231.2,300.0,1
874.7861163124996,61.2,241.8,300.0,1
724.1232336566667,60.1,39.7,0.0,2
708.9173632350003,60.1,32.6,0.0,2
707.8328494966668,60.0,35.1,0.0,2
687.7773285783336,59.7,24.5,0.0,2
682.1617254466668,59.5,18.5,0.0,2
678.7202752341668,59.4,9.9,0.0,2
673.4933834883334,59.3,16.4,0.0,2
671.7187073383334,59.3,5.4,0.0,2
670.4194267750001,59.2,0.0,0.0,2
452.6649174266662,8.0,17.7,0.0,3
452.9326436483332,24.6,21.5,0.0,3
453.31899635500076,35.8,25.0,0.0,3
451.31040682166685,43.4,48.3,0.0,3
468.22520310166715,48.6,23.5,0.0,3
482.9630654633329,51.9,25.2,0.0,3
550.5023546625001,54.3,30.5,0.0,3
623.3024617958336,56.1,41.3,0.0,3
651.8770393566657,57.0,89.0,0.0,2
663.9833693999998,57.8,76.3,0.0,2
680.3638474658337,58.5,46.8,0.0,2
683.4341154666665,59.0,69.0,0.0,2
742.2606268291659,59.3,100.3,100.0,2
756.7901557400011,59.7,132.9,100.0,2
756.8189042795834,59.8,76.0,100.0,2
769.1382681975,60.1,97.5,100.0,2
766.5414405833341,60.2,140.0,100.0,2
771.1855657133334,60.3,90.6,100.0,2
819.9033323550003,60.6,250.3,200.0,1
831.0297188424997,60.8,196.1,200.0,1
825.4870350516674,60.8,119.6,200.0,1
876.4298324250017,61.0,182.5,300.0,1
874.7978179633325,61.3,204.6,300.0,1
875.1966412929178,60.9,82.3,300.0,1
728.9446944516667,60.4,48.6,0.0,2
709.3224803950003,60.3,22.0,0.0,2
720.4227496250003,60.3,36.2,0.0,2
707.4174675616669,60.2,15.0,0.0,2
707.2265699083338,60.1,18.2,0.0,2
699.5709269316667,60.0,4.7,0.0,2
699.5709269316667,60.0,3.6,0.0,2
691.7969959650003,59.8,1.6,0.0,2
456.8066298633335,44.3,0.0,0.0,3
452.7634961799997,12.3,5.7,0.0,3
453.13781667,27.3,8.6,0.0,3
453.7601205941672,37.5,9.1,0.0,3
452.7212193547221,44.2,48.9,0.0,3
467.7995051266665,49.1,39.8,0.0,3
490.76022236999984,52.5,63.4,0.0,3
592.5446833333327,54.9,62.8,0.0,3
630.3148104000003,56.4,40.9,0.0,3
652.9823405933333,57.2,49.4,0.0,2
670.6693810938888,58.0,86.2,0.0,2
693.2564306083342,58.6,179.0,0.0,2
747.4246887766667,59.1,171.4,100.0,2
755.4970562483342,59.6,127.4,100.0,2
756.7574519950008,59.7,127.9,100.0,2
767.1409143399995,60.1,169.5,100.0,2
817.8098994637502,60.4,144.9,200.0,1
819.3608142616672,60.6,116.2,200.0,1
820.8248941933334,60.6,224.4,200.0,1
821.3207910683334,60.6,213.5,200.0,1
857.9198231874989,60.6,235.0,300.0,1
881.0572495888904,60.8,176.0,300.0,1
720.0760003866667,60.0,54.3,0.0,2
701.3456030816667,60.0,29.1,0.0,2
721.3684491166667,60.0,55.0,0.0,2
720.0874044933335,60.1,36.7,0.0,2
707.2265699083338,60.1,24.2,0.0,2
707.2265699083338,60.1,15.6,0.0,2
698.3483307816672,59.9,16.1,0.0,2
686.0026524283335,59.7,2.2,0.0,2
474.89055439999964,50.4,0.0,0.0,3
452.7114983333329,7.2,0.0,0.0,3
452.7262337499995,9.0,0.0,0.0,3
452.7354704333329,9.4,0.0,0.0,3
452.7354704333329,9.5,0.0,0.0,3
452.85384579499987,24.4,26.6,0.0,3
447.93150773833366,35.5,54.6,0.0,3
449.6760737866666,43.0,52.9,0.0,3
460.06473941,48.2,46.1,0.0,3
481.1908398899996,51.7,57.1,0.0,3
578.5875528383324,54.3,80.1,0.0,3
616.6346449500004,55.8,44.3,0.0,3
635.2950923683331,56.7,37.2,0.0,2
658.4001158183331,57.5,54.4,0.0,2
669.7556017705552,58.1,68.6,0.0,2
702.5292283333338,58.4,100.3,100.0,2
724.8385205844452,58.8,102.3,100.0,2
729.6852913683334,58.9,103.6,100.0,2
733.0731385999997,59.1,71.3,100.0,2
746.820952609723,59.4,119.2,100.0,2
762.0243378966662,59.9,155.7,100.0,2
806.6033463574997,60.0,99.4,200.0,2
800.1009305666652,59.8,137.7,200.0,1
810.3617682033333,60.1,224.8,200.0,1
868.4567461791672,60.7,313.8,300.0,1
879.5352808108331,60.7,171.2,300.0,1
879.5215322580557,60.7,176.6,300.0,1
866.7619646166672,60.7,241.6,300.0,1
726.2948910783333,60.1,46.2,0.0,2
719.2732343333336,59.9,47.4,0.0,2
695.2654425866671,59.8,32.8,0.0,2
714.6526073816667,59.8,46.2,0.0,2
693.5716721150003,59.8,28.7,0.0,2
687.7773285783336,59.7,17.8,0.0,2
682.1617254466668,59.5,13.2,0.0,2
671.7187073383334,59.3,1.1,0.0,2
452.7114983333329,4.2,0.0,0.0,3
452.7499250566663,7.0,3.9,0.0,3
452.987675035,23.6,16.0,0.0,3
453.37974208500015,35.0,19.6,0.0,3
454.44030594666674,42.6,26.9,0.0,3
459.02051593000016,47.8,46.2,0.0,3
482.23100199833414,51.4,43.2,0.0,3
539.4681115125003,53.9,36.9,0.0,3
611.0420000000007,55.7,60.2,0.0,3
642.8228263591667,56.8,41.9,0.0,2
640.8096729666664,57.7,31.1,0.0,2
654.6303659594447,58.2,23.5,0.0,2
690.9403156875003,58.5,144.9,0.0,2
682.2125918999998,58.9,75.2,0.0,2
744.0528675166668,59.2,123.0,100.0,2
749.9751045374995,59.5,144.7,100.0,2
756.9536398479167,59.7,75.6,100.0,2
760.1389171983337,59.8,121.5,100.0,2
767.7016779808338,60.2,126.4,100.0,2
820.7941178966672,60.6,200.9,200.0,1
816.6254924675003,61.0,85.1,200.0,2
831.6218505199997,60.8,237.6,200.0,1
879.1286270083348,60.9,128.8,300.0,1
860.7622278502784,60.5,146.0,300.0,1
831.8523209466667,60.2,234.1,300.0,1
723.8410578000003,60.4,37.1,0.0,2
708.9175426683338,60.1,30.4,0.0,2
716.95073931,59.9,40.3,0.0,2
693.5716721150003,59.8,22.0,0.0,2
691.5424473383334,59.6,33.7,0.0,2
682.1617254466668,59.5,24.7,0.0,2
680.16534763,59.5,12.0,0.0,2
682.1617254466668,59.5,13.6,0.0,2
671.7187073383334,59.3,3.6,0.0,2
452.7114983333329,4.1,0.0,0.0,3
452.7114983333329,4.3,0.0,0.0,3
452.7114983333329,4.4,0.0,0.0,3
452.7615917549997,11.7,2.7,0.0,3
452.9600653383334,26.8,24.5,0.0,3
452.8835953666664,37.0,35.8,0.0,3
454.6192249333334,43.8,29.0,0.0,3
460.33567800000054,48.4,46.1,0.0,3
479.8790496926386,51.6,61.0,0.0,3
565.0533112300004,53.9,63.2,0.0,3
599.5426666666676,55.4,77.1,0.0,3
644.5514093408332,56.6,146.9,0.0,2
671.3590273099996,57.5,166.5,0.0,2
691.0025671250003,58.1,118.0,100.0,2
728.8682260500008,58.8,136.7,100.0,2
735.9554451666678,58.9,140.3,100.0,2
740.2383140824991,59.0,164.9,100.0,2
775.1644307716682,59.3,151.2,200.0,2
781.1500387750003,59.5,131.4,200.0,2
790.7640492441658,59.7,160.9,200.0,1
806.1377304683334,59.9,92.9,200.0,2
841.9182875833342,60.4,284.9,300.0,1
858.9433333333333,60.6,275.3,300.0,1
876.5916236391672,60.5,87.6,300.0,1
708.8582638449999,59.7,45.9,0.0,2
700.9469470124999,59.5,89.5,0.0,2
703.7615099983329,59.5,48.2,0.0,2
701.8074203125002,59.4,44.1,0.0,2
693.7399256291667,59.4,54.7,0.0,2
673.4933834883334,59.3,17.0,0.0,2
670.4194267750001,59.2,6.2,0.0,2
452.7114983333329,5.4,0.0,0.0,3
452.66067282333313,18.1,24.4,0.0,3
452.9145493983337,31.2,32.5,0.0,3
452.55965832333357,40.0,38.5,0.0,3
456.6800236733336,45.9,35.3,0.0,3
472.6819925255555,49.9,51.1,0.0,3
501.9665425175439,52.6,94.9,0.0,3
586.540573333333,54.7,78.4,0.0,3
628.200457586668,56.2,64.1,0.0,3
648.6604770499991,57.1,40.7,0.0,2
664.8061666666675,57.6,93.4,0.0,2
696.5149025750003,58.1,70.5,100.0,2
702.4838160849997,58.4,119.5,100.0,2
709.8552909708333,58.5,129.2,100.0,2
713.571977416666,58.6,145.0,100.0,2
762.1662148947216,58.7,187.1,200.0,1
771.6210745333339,59.0,225.6,200.0,1
775.6888823883332,59.3,193.3,200.0,1
823.1924647833338,59.7,157.8,300.0,1
819.2023362591658,59.8,207.7,300.0,1
823.2971887574995,60.1,193.5,300.0,1
711.4537895966669,60.7,34.8,0.0,2
726.5214963866669,60.6,47.3,0.0,2
715.8097268100003,60.3,34.5,0.0,2
706.1343178300001,60.0,33.8,0.0,2
719.1312803933336,59.9,44.1,0.0,2
707.12461604,59.7,42.5,0.0,2
701.8074203125002,59.4,45.1,0.0,2
672.1941029250003,59.2,18.4,0.0,2
667.1308559283333,59.0,22.7,0.0,2
452.7114983333329,4.4,0.0,0.0,3
452.7114983333329,4.5,0.0,0.0,3
452.66110945499975,15.1,17.7,0.0,3
452.40483333333384,29.3,38.5,0.0,3
452.49172701666686,39.0,37.9,0.0,3
448.2256386477777,45.6,62.5,0.0,3
475.9881038416662,50.1,33.6,0.0,3
490.5661040399994,52.8,40.5,0.0,3
578.6676503766669,54.7,45.7,0.0,3
619.4243627174998,56.0,39.4,0.0,3
645.4413184833339,56.8,68.8,0.0,2
664.7225833933334,57.5,105.2,0.0,2
668.9174643916664,57.8,120.1,0.0,2
706.0687133333334,58.3,162.6,100.0,2
728.4012536033338,58.8,134.2,100.0,2
736.2977149999997,58.9,143.6,100.0,2
787.5157454316658,59.4,338.0,200.0,1
785.391578244999,59.6,257.1,200.0,1
798.7333083333348,59.8,219.4,200.0,1
835.532137196667,60.0,123.0,300.0,1
845.6425664133333,59.8,102.6,300.0,1
852.8028727166674,59.5,67.0,300.0,1
837.7894590575003,59.4,95.0,300.0,1
837.7921441766672,59.3,85.6,300.0,1
719.8150139550003,60.3,88.5,0.0,2
721.3143244358334,60.3,102.7,0.0,2
730.7308482233333,60.4,51.2,0.0,2
724.1198694733334,60.3,59.3,0.0,2
703.0364861250001,60.0,31.5,0.0,2
687.7773285783336,59.7,25.7,0.0,2
682.1617254466668,59.5,14.1,0.0,2
671.4970056716667,59.3,11.7,0.0,2
667.6064116416665,59.1,8.3,0.0,2
452.7114983333329,4.9,0.0,0.0,3
452.7114983333329,5.5,0.0,0.0,3
451.4213813400003,9.8,44.7,0.0,3
452.87683765833344,25.6,28.1,0.0,3
453.0389604783329,36.3,33.7,0.0,3
452.67231972611097,43.3,44.7,0.0,3
464.49393378999946,48.2,32.6,0.0,3
481.24044134166616,51.6,51.0,0.0,3
564.4222427750005,54.0,63.9,0.0,3
608.0339189899996,55.6,67.3,0.0,3
643.5612737766667,56.7,92.6,0.0,2
669.9219429016661,57.6,149.6,0.0,2
706.6965000000001,58.3,183.3,100.0,2
739.5047034166665,58.9,191.6,100.0,2
751.1743983555556,59.5,130.9,100.0,2
760.4492820833342,59.8,137.4,100.0,2
798.7391150100003,59.8,185.6,200.0,1
810.3988747083336,60.1,219.7,200.0,1
820.205277306667,60.5,238.8,200.0,1
857.7966814666652,60.6,242.7,300.0,1
879.6334719330557,60.7,175.4,300.0,1
724.1403174633334,60.8,39.6,0.0,2
708.6909959316669,60.5,21.7,0.0,2
725.9685063900001,60.3,52.0,0.0,2
707.4174675616669,60.2,23.1,0.0,2
707.2265699083338,60.1,17.2,0.0,2
705.2301920916668,60.1,10.2,0.0,2
691.5752942983336,59.8,8.3,0.0,2
684.461975361667,59.6,11.5,0.0,2
680.3870492966666,59.5,4.4,0.0,2
452.7114983333329,4.8,0.0,0.0,3
452.7114983333329,5.0,0.0,0.0,3
452.7114983333329,5.5,0.0,0.0,3
452.71149161666665,22.1,28.4,0.0,3
452.5535597916669,33.9,37.2,0.0,3
451.973584405,41.9,44.8,0.0,3
457.5222266966664,47.1,45.1,0.0,3
473.40582152180536,50.8,63.0,0.0,3
544.1389906683339,53.6,52.9,0.0,3
604.6543479600006,55.5,80.6,0.0,3
645.8499892500013,56.8,79.1,0.0,2
664.1374201166666,57.5,98.5,0.0,2
678.3871477355557,58.1,121.0,0.0,2
703.9654685000003,58.3,129.0,100.0,2
712.9417795941658,58.6,90.4,100.0,2
737.2861716666665,58.9,153.2,100.0,2
744.9829914949999,59.1,151.1,100.0,2
778.2249644999988,59.4,191.7,200.0,1
778.1916900833322,59.4,171.8,200.0,1
799.1763003999995,59.8,88.7,200.0,2
825.5950005441671,60.1,229.9,300.0,1
832.7266641105557,60.3,267.0,300.0,1
874.2529241116661,60.8,193.2,300.0,1
724.4183343216669,61.6,38.9,0.0,2
709.2124639000001,61.4,32.5,0.0,2
707.2388916650001,60.9,22.4,0.0,2
704.9665431816667,60.7,14.3,0.0,2
718.103888656667,60.5,35.8,0.0,2
709.3468584350003,60.4,22.6,0.0,2
705.4210897450004,60.2,8.3,0.0,2
699.3492252650002,60.0,12.3,0.0,2
696.5736546316672,59.9,1.4,0.0,2
452.7114983333329,4.4,0.0,0.0,3
452.7114983333329,4.6,0.0,0.0,3
452.7114983333329,4.8,0.0,0.0,3
452.7114983333329,4.7,0.0,0.0,3
452.7114983333329,4.8,0.0,0.0,3
452.87241598666697,29.1,32.7,0.0,3
452.90272825000005,38.5,35.9,0.0,3
454.9084932294445,44.9,42.2,0.0,3
467.0012177052777,49.3,51.0,0.0,3
483.850452716667,52.2,56.8,0.0,3
575.0049550000006,54.2,57.9,0.0,3
612.7540510133342,55.7,88.3,0.0,3
644.5151008400012,56.7,116.4,0.0,2
671.922870183333,57.6,158.8,0.0,2
703.8493073599997,58.3,111.2,100.0,2
720.5537276833337,58.7,158.8,100.0,2
754.4519254166661,59.2,226.1,100.0,1
750.8261474222221,59.5,131.9,100.0,2
785.4371000000003,59.6,293.5,200.0,1
799.9853840833342,59.8,143.6,200.0,1
802.6676559000001,59.9,148.5,200.0,1
820.7609836658328,59.9,180.0,300.0,1
831.7320333466669,60.2,243.3,300.0,1
718.2382334449999,60.0,38.4,0.0,2
716.9415357333335,59.8,50.5,0.0,2
689.4712784833334,59.7,31.3,0.0,2
702.5761008591667,59.6,61.7,0.0,2
686.4583531783336,59.6,26.4,0.0,2
680.16534763,59.5,10.9,0.0,2
671.4970056716667,59.3,10.2,0.0,2
672.1941029250003,59.2,23.0,0.0,2
667.6064116416665,59.1,8.6,0.0,2
665.3561797783333,59.0,2.8,0.0,2
452.7114983333329,0.0,0.0,0.0,3
452.7114983333329,8.1,0.2,0.0,3
452.94878660499984,24.5,19.2,0.0,3
453.34015899333383,35.6,23.5,0.0,3
455.00897818250013,43.1,18.2,0.0,3
468.5706532233329,48.1,25.1,0.0,3
481.06896214333364,51.4,35.4,0.0,3
567.1429816233333,53.9,69.5,0.0,3
616.4504017833339,55.7,99.3,0.0,3
640.6477920999997,56.7,45.1,0.0,2
663.1539750799999,57.4,116.1,0.0,2
672.4796332738888,58.1,84.4,0.0,2
715.8910984158338,58.4,48.6,100.0,2
713.7848594049997,58.6,150.8,100.0,2
745.0453616449986,59.1,147.6,100.0,2
740.8475592312492,59.3,86.3,100.0,2
751.2717773049994,59.5,159.8,100.0,2
801.5949491833337,59.9,246.6,200.0,1
815.6141989758337,60.3,264.3,200.0,1
858.8157778833335,60.6,265.9,300.0,1
870.1260852666662,60.7,196.0,300.0,1
872.2339091850008,60.6,93.5,300.0,1
847.8407267524997,60.2,103.1,300.0,1
861.7950984541666,59.8,44.3,300.0,1
705.9552790608334,59.7,96.5,0.0,2
705.4581018033334,59.7,53.4,0.0,2
685.7809507616669,59.7,10.0,0.0,2
703.8178015325,59.7,59.2,0.0,2
689.4712784833334,59.7,30.0,0.0,2
686.4583531783336,59.6,20.6,0.0,2
678.9419769008335,59.4,3.9,0.0,2
452.7114983333329,5.3,0.0,0.0,3
452.67451455166633,16.5,20.3,0.0,3
452.7916687483337,30.0,33.8,0.0,3
453.37854432,39.0,30.3,0.0,3
455.16900698666717,45.3,38.4,0.0,3
471.1606322022222,49.6,47.1,0.0,3
487.59677498000053,52.4,43.1,0.0,3
577.0464160166661,54.4,55.8,0.0,3
618.8743519399994,55.8,98.7,0.0,3
648.7460184904768,57.0,92.3,0.0,2
664.7468866766662,57.7,52.7,0.0,2
674.9418197944443,58.2,52.1,0.0,2
712.7085481941654,58.6,95.5,100.0,2
731.6345731133326,59.0,99.1,100.0,2
741.8394986083325,59.3,98.9,100.0,2
751.978372936667,59.5,117.9,100.0,2
754.3546883766669,59.5,188.8,100.0,2
796.9321387424997,59.7,58.9,200.0,2
806.9493478933338,59.9,115.2,200.0,1
806.3752534374997,60.0,186.4,200.0,1
826.4769839191665,60.1,298.5,300.0,1
823.9775646558335,60.1,198.5,300.0,1
841.6846282333339,60.4,241.1,300.0,1
709.7620440133333,59.7,50.8,0.0,2
686.4583531783336,59.6,15.0,0.0,2
685.7809507616669,59.7,9.7,0.0,2
688.1521236500002,59.6,32.7,0.0,2
682.1617254466668,59.5,15.3,0.0,2
678.7202752341668,59.4,11.3,0.0,2
678.9419769008335,59.4,0.0,0.0,2
660.7979818383334,58.8,0.0,0.0,2
452.7114983333329,3.9,0.0,0.0,3
452.7114983333329,3.9,0.0,0.0,3
452.7114983333329,4.0,0.0,0.0,3
452.7078722733329,11.0,15.6,0.0,3
453.02247689166666,26.6,18.3,0.0,3
450.58428253833335,37.0,47.7,0.0,3
444.8974347203704,44.1,64.2,0.0,3
108.83581800766292,49.0,92.3,0.0,0
482.500934611666,52.1,54.2,0.0,3
